Sr. No.,Remitter Bank,Total Volume,Approved%,BD%,TD%,Year,Month,Remitter Bank Clean,Bank_Type,TD_Percent,BD_Percent,Approved_Percent
19,The Mehsana Urban Co-Operative Bank Ltd.,29197,0.9278,0.0681,0.0041,2023,august,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.41000000000000003,6.81,92.78
20,Indian Overseas Bank,26269,0.8865999999999999,0.0959,0.0175,2023,august,indian overseas bank,Public Sector,1.7500000000000002,9.59,88.66
21,AU Small Finance bank,22102,0.9375,0.0576999999999999,0.0048,2023,august,au small finance bank,Other/Cooperative,0.48,5.76999999999999,93.75
22,Federal Bank,21486,0.9009,0.0981,0.001,2023,august,federal bank,Private Sector,0.1,9.81,90.09
23,Rajkot Nagrik Sahakari Bank Ltd.,18398,0.9425,0.0496,0.0079,2023,august,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.79,4.96,94.25
24,Citibank,16447,0.9551,0.043,0.0018,2023,august,citibank,Other/Cooperative,0.18,4.3,95.50999999999999
25,Bandhan Bank,14815,0.9341,0.0552,0.0107,2023,august,bandhan bank,Private Sector,1.0699999999999998,5.52,93.41000000000001
26,Saraswat Bank,13395,0.9268,0.0677,0.0054,2023,august,saraswat bank,Other/Cooperative,0.54,6.77,92.67999999999999
27,Standard Chartered,12557,0.9523,0.0437,0.004,2023,august,standard chartered,Private Sector,0.4,4.37,95.23
28,Karnataka Bank,12421,0.8975,0.0762,0.0262,2023,august,karnataka bank,Private Sector,2.62,7.62,89.75
29,Kalupur Commercial Cooperative Bank,9571,0.9231,0.0452,0.0317,2023,august,kalupur commercial cooperative bank,Other/Cooperative,3.17,4.52,92.31
30,DBS BANK LTD,7274,0.9505,0.0447,0.0048,2023,august,dbs bank ltd,Other/Cooperative,0.48,4.47,95.05
31,Punjab and Sind Bank,7071,0.8608,0.0761,0.0631,2023,august,punjab and sind bank,Public Sector,6.3100000000000005,7.61,86.08
32,South Indian Bank,6738,0.9099,0.0761,0.0139999999999999,2023,august,south indian bank,Private Sector,1.39999999999999,7.61,90.99000000000001
33,Karur Vysya Bank,6283,0.7676000000000001,0.1109,0.1214,2023,august,karur vysya bank,Private Sector,12.139999999999999,11.09,76.76
34,RBL,5809,0.8740000000000001,0.1038,0.0222,2023,august,rbl,Private Sector,2.22,10.38,87.4
35,Equitas Bank,5624,0.9333,0.0638,0.0028,2023,august,equitas bank,Other/Cooperative,0.27999999999999997,6.38,93.33
36,DCB Bank Ltd,5186,0.5991,0.054,0.3469,2023,august,dcb bank ltd,Other/Cooperative,34.69,5.4,59.91
37,Tamilnad Mercantile Bank,4704,0.9205,0.0774,0.0021,2023,august,tamilnad mercantile bank,Other/Cooperative,0.21,7.739999999999999,92.05
38,City Union Bank,3756,0.9231,0.0727,0.0043,2023,august,city union bank,Private Sector,0.43,7.2700000000000005,92.31
39,HSBC,3751,0.9299,0.0243,0.0458999999999999,2023,august,hsbc,Other/Cooperative,4.58999999999999,2.4299999999999997,92.99
40,Surat People Cooperative Bank,3451,0.8702,0.1226,0.0072,2023,august,surat people cooperative bank,Other/Cooperative,0.72,12.26,87.02
41,Svc co-operative bank ltd,3141,0.9277,0.057,0.0153,2023,august,svc co-operative bank ltd,Other/Cooperative,1.53,5.7,92.77
42,THE AHMEDABAD MERCANTILE CO OP BANK LTD,2571,0.9203,0.0342,0.0455,2023,august,the ahmedabad mercantile co op bank ltd,Other/Cooperative,4.55,3.42,92.03
43,TJSB,2536,0.9176,0.069,0.0134,2023,august,tjsb,Other/Cooperative,1.34,6.9,91.75999999999999
44,Jammu and Kashmir Bank,2531,0.659,0.1757999999999999,0.1651999999999999,2023,august,jammu and kashmir bank,Other/Cooperative,16.51999999999999,17.57999999999999,65.9
45,Utkarsh Small Finance Bank,993,0.8822,0.0443,0.0735,2023,august,utkarsh small finance bank,Other/Cooperative,7.35,4.43,88.22
46,Janata Sahakari Bank Ltd. Pune,894,0.9116,0.0828,0.0056,2023,august,janata sahakari bank ltd. pune,Other/Cooperative,0.5599999999999999,8.28,91.16
47,Dhanlaxmi Bank Ltd,815,0.8969,0.0957,0.0074,2023,august,dhanlaxmi bank ltd,Other/Cooperative,0.74,9.569999999999999,89.69
48,Catholic Syrian Bank,614,0.8811,0.1042,0.0147,2023,august,catholic syrian bank,Other/Cooperative,1.47,10.42,88.11
49,GP PARSIK BANK,594,0.931,0.069,0.0,2023,august,gp parsik bank,Other/Cooperative,0.0,6.9,93.10000000000001
50,Deutsche Bank,141,0.8865000000000001,0.0071,0.1064,2023,august,deutsche bank,Other/Cooperative,10.639999999999999,0.7100000000000001,88.65
1,State Bank Of India,5519710,0.9357,0.0588,0.0055,2023,december,state bank of india,Public Sector,0.5499999999999999,5.88,93.57
2,HDFC BANK LTD,3315997,0.9573,0.0415,0.0013,2023,december,hdfc bank ltd,Other/Cooperative,0.13,4.15,95.73
3,ICICI Bank,2085102,0.9715,0.0277,0.0008,2023,december,icici bank,Private Sector,0.08,2.77,97.15
4,Bank of Baroda,1953626,0.9285,0.0689,0.0027,2023,december,bank of baroda,Public Sector,0.27,6.890000000000001,92.85
5,Axis Bank,1374173,0.9573,0.0421,0.0006,2023,december,axis bank,Private Sector,0.06,4.21,95.73
6,Punjab National Bank,980067,0.9449,0.054,0.0011,2023,december,punjab national bank,Public Sector,0.11,5.4,94.49
7,Kotak Mahindra Bank,942358,0.9502,0.048,0.0018,2023,december,kotak mahindra bank,Private Sector,0.18,4.8,95.02000000000001
8,Union Bank of India,800710,0.9469,0.0504,0.0027,2023,december,union bank of india,Public Sector,0.27,5.04,94.69
9,Bank of India,788947,0.9515,0.0472,0.0013,2023,december,bank of india,Public Sector,0.13,4.72,95.15
10,Canara Bank,482691,0.9339,0.0635,0.0026,2023,december,canara bank,Public Sector,0.26,6.35,93.39
11,IDBI Bank Limited,330662,0.9527,0.0455999999999999,0.0017,2023,december,idbi bank limited,Public Sector,0.16999999999999998,4.55999999999999,95.27
12,Central Bank of India,326578,0.9285,0.0475999999999999,0.0239,2023,december,central bank of india,Public Sector,2.39,4.75999999999999,92.85
13,Indian Bank,242715,0.847,0.0731,0.0799,2023,december,indian bank,Public Sector,7.99,7.31,84.7
14,IDFC FIRST Bank,197696,0.9323,0.0658,0.0019,2023,december,idfc first bank,Private Sector,0.19,6.58,93.23
15,Indusind Bank,189636,0.9357,0.0516999999999999,0.0126,2023,december,indusind bank,Private Sector,1.26,5.16999999999999,93.57
16,Yes Bank,166434,0.8896,0.1085999999999999,0.0017,2023,december,yes bank,Private Sector,0.16999999999999998,10.85999999999999,88.96
17,UCO Bank,164211,0.8823000000000001,0.1147,0.0031,2023,december,uco bank,Public Sector,0.31,11.469999999999999,88.23
18,Bank of Maharashtra,143970,0.906,0.059,0.035,2023,december,bank of maharashtra,Public Sector,3.5000000000000004,5.8999999999999995,90.60000000000001
19,Indian Overseas Bank,108130,0.9134,0.0815,0.005,2023,december,indian overseas bank,Public Sector,0.5,8.15,91.34
20,AU Small Finance Bank,102943,0.9394,0.0596999999999999,0.0009,2023,december,au small finance bank,Other/Cooperative,0.09,5.96999999999999,93.94
21,The Mehsana Urban Co-operative Bank Limited,101684,0.8895000000000001,0.0963,0.0141999999999999,2023,december,the mehsana urban co-operative bank limited,Other/Cooperative,1.41999999999999,9.629999999999999,88.95
22,The Federal Bank Limited,98184,0.9099,0.0893,0.0008,2023,december,the federal bank limited,Other/Cooperative,0.08,8.93,90.99000000000001
23,Citibank,68386,0.9458,0.0533,0.0009,2023,december,citibank,Other/Cooperative,0.09,5.33,94.58
24,Rajkot Nagarik Sahakari Bank Ltd.,62052,0.9039,0.0421999999999999,0.0538999999999999,2023,december,rajkot nagarik sahakari bank ltd.,Other/Cooperative,5.38999999999999,4.21999999999999,90.39
25,Bandhan Bank,57536,0.8572,0.1417,0.0011,2023,december,bandhan bank,Private Sector,0.11,14.17,85.72
26,Karnataka Bank Limited,55009,0.8227,0.0809,0.0964,2023,december,karnataka bank limited,Other/Cooperative,9.64,8.09,82.27
27,Saraswat Co-operative Bank Limited,54932,0.9247,0.0651,0.0102,2023,december,saraswat co-operative bank limited,Other/Cooperative,1.02,6.510000000000001,92.47
28,Standard Chartered Bank,52670,0.9471,0.0512,0.0016,2023,december,standard chartered bank,Other/Cooperative,0.16,5.12,94.71000000000001
29,The Kalupur Commercial Co-operative Bank Ltd.,36736,0.9477,0.0441999999999999,0.0081,2023,december,the kalupur commercial co-operative bank ltd.,Other/Cooperative,0.8099999999999999,4.41999999999999,94.77
30,Punjab & Sind Bank,35623,0.5681,0.063,0.3689,2023,december,punjab & sind bank,Other/Cooperative,36.89,6.3,56.81
31,Karur Vysya Bank Limited,30385,0.8078,0.0881,0.1041,2023,december,karur vysya bank limited,Other/Cooperative,10.41,8.81,80.78
32,DBS Bank India Limited,29674,0.9587,0.0405,0.0008,2023,december,dbs bank india limited,Other/Cooperative,0.08,4.05,95.87
33,South Indian Bank,28235,0.9234,0.0742,0.0023,2023,december,south indian bank,Private Sector,0.22999999999999998,7.42,92.34
34,RBL BANK,24838,0.8070999999999999,0.0882,0.1047,2023,december,rbl bank,Other/Cooperative,10.47,8.82,80.71
35,Equitas Small Finance Bank,24263,0.9437,0.0546,0.0017,2023,december,equitas small finance bank,Other/Cooperative,0.16999999999999998,5.46,94.37
36,Tamilnad Mercantile Bank,18878,0.9,0.0846,0.0154,2023,december,tamilnad mercantile bank,Other/Cooperative,1.54,8.459999999999999,90.0
37,DCB Bank,17013,0.9355,0.0588,0.0056,2023,december,dcb bank,Private Sector,0.5599999999999999,5.88,93.55
38,City Union Bank,16831,0.9159,0.0804,0.0036,2023,december,city union bank,Private Sector,0.36,8.04,91.59
39,The Jammu & Kashmir Bank Ltd,16294,0.2232,0.3672999999999999,0.4095,2023,december,the jammu & kashmir bank ltd,Other/Cooperative,40.949999999999996,36.72999999999999,22.32
40,HSBC Bank,15782,0.8309000000000001,0.1159999999999999,0.0530999999999999,2023,december,hsbc bank,Other/Cooperative,5.30999999999999,11.599999999999989,83.09
41,The Surat People's Co-op Bank Ltd.,14480,0.8987,0.0985,0.0028,2023,december,the surat people's co-op bank ltd.,Other/Cooperative,0.27999999999999997,9.85,89.87
42,SVC Co-operative Bank Limited,12813,0.9592,0.0375999999999999,0.0032,2023,december,svc co-operative bank limited,Other/Cooperative,0.32,3.7599999999999896,95.92
43,TJSB Sahakari Bank Limited,10708,0.9017,0.0952,0.0032,2023,december,tjsb sahakari bank limited,Other/Cooperative,0.32,9.520000000000001,90.16999999999999
44,The Ahmedabad Mercantile Co-operative Bank Limited,8605,0.9335,0.0171,0.0494,2023,december,the ahmedabad mercantile co-operative bank limited,Other/Cooperative,4.9399999999999995,1.71,93.35
45,Utkarsh Small Finance Bank Ltd.,5472,0.8379000000000001,0.0466,0.1155,2023,december,utkarsh small finance bank ltd.,Other/Cooperative,11.55,4.66,83.79
46,Janata Sahakari Bank Ltd,3842,0.911,0.088,0.001,2023,december,janata sahakari bank ltd,Other/Cooperative,0.1,8.799999999999999,91.10000000000001
47,Dhanlaxmi Bank Limited,3165,0.872,0.1258,0.0022,2023,december,dhanlaxmi bank limited,Other/Cooperative,0.22,12.58,87.2
48,GP Parsik Sahakari Bank Limited,2847,0.947,0.0513,0.0018,2023,december,gp parsik sahakari bank limited,Other/Cooperative,0.18,5.13,94.69999999999999
49,The Catholic Syrian Bank Limited,2636,0.8504999999999999,0.1074,0.0421,2023,december,the catholic syrian bank limited,Other/Cooperative,4.21,10.74,85.05
50,Nutan Nagarik Sahakari Bank Ltd.,2417,0.8287,0.072,0.0993,2023,december,nutan nagarik sahakari bank ltd.,Other/Cooperative,9.93,7.199999999999999,82.87
51,Deustche Bank,592,0.7568,0.0135,0.2297,2023,december,deustche bank,Other/Cooperative,22.97,1.35,75.68
1,State Bank Of India,966572,0.9384,0.061,0.0006,2023,july,state bank of india,Public Sector,0.06,6.1,93.84
2,HDFC BANK LTD,577472,0.9559,0.0424,0.0017,2023,july,hdfc bank ltd,Other/Cooperative,0.16999999999999998,4.24,95.59
3,ICICI Bank,373306,0.9676,0.0289,0.0036,2023,july,icici bank,Private Sector,0.36,2.8899999999999997,96.76
4,Bank of Baroda,365646,0.9275,0.0705,0.002,2023,july,bank of baroda,Public Sector,0.2,7.049999999999999,92.75
5,Axis Bank Ltd.,232118,0.9527,0.0471,0.0003,2023,july,axis bank ltd.,Other/Cooperative,0.03,4.71,95.27
6,Punjab National Bank,177472,0.9305,0.0674,0.0021,2023,july,punjab national bank,Public Sector,0.21,6.74,93.05
7,Kotak Mahindra Bank,158551,0.9497,0.0492,0.0011,2023,july,kotak mahindra bank,Private Sector,0.11,4.92,94.97
8,Bank of India,152049,0.954,0.0458,0.0002,2023,july,bank of india,Public Sector,0.02,4.58,95.39999999999999
9,Union Bank of India,141450,0.9463,0.0524,0.0013,2023,july,union bank of india,Public Sector,0.13,5.24,94.63000000000001
10,Canara Bank,82590,0.9418,0.0548,0.0034,2023,july,canara bank,Public Sector,0.33999999999999997,5.48,94.17999999999999
11,IDBI Bank Limited,64904,0.951,0.0467999999999999,0.0022,2023,july,idbi bank limited,Public Sector,0.22,4.67999999999999,95.1
12,Central Bank Of India,64065,0.9038,0.0418,0.0544,2023,july,central bank of india,Public Sector,5.4399999999999995,4.18,90.38000000000001
13,Indian Bank,38981,0.9094,0.0833,0.0073,2023,july,indian bank,Public Sector,0.73,8.33,90.94
14,INDUSIND BANK,35605,0.9391,0.0536,0.0073,2023,july,indusind bank,Private Sector,0.73,5.36,93.91000000000001
15,IDFC FIRST Bank,33635,0.9216,0.06,0.0183,2023,july,idfc first bank,Private Sector,1.83,6.0,92.16
16,Yes Bank Ltd,31812,0.9035,0.0956,0.0008,2023,july,yes bank ltd,Other/Cooperative,0.08,9.56,90.35
17,UCO Bank,28778,0.8809,0.1186,0.0006,2023,july,uco bank,Public Sector,0.06,11.86,88.09
18,Bank of Maharashtra,23069,0.9236,0.0573,0.0191,2023,july,bank of maharashtra,Public Sector,1.91,5.7299999999999995,92.36
19,The Mehsana Urban Co-Operative Bank Ltd.,20647,0.9234,0.0761,0.0005,2023,july,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.05,7.61,92.34
20,Indian Overseas Bank,18608,0.9164,0.0826,0.001,2023,july,indian overseas bank,Public Sector,0.1,8.260000000000002,91.64
21,AU Small Finance bank,15992,0.9388,0.0579,0.0033,2023,july,au small finance bank,Other/Cooperative,0.33,5.79,93.88
22,Federal Bank,15150,0.8975,0.1022,0.0003,2023,july,federal bank,Private Sector,0.03,10.22,89.75
23,Rajkot Nagrik Sahakari Bank Ltd.,14065,0.9317,0.0511,0.0172,2023,july,rajkot nagrik sahakari bank ltd.,Other/Cooperative,1.72,5.11,93.17
24,Citibank,12932,0.9329,0.0429,0.0242,2023,july,citibank,Other/Cooperative,2.42,4.29,93.28999999999999
25,Bandhan Bank,11949,0.8640000000000001,0.0532,0.0828,2023,july,bandhan bank,Private Sector,8.28,5.319999999999999,86.4
26,Saraswat Bank,9946,0.8786,0.1124,0.0089,2023,july,saraswat bank,Other/Cooperative,0.89,11.24,87.86
27,Standard Chartered,9612,0.8968,0.0722,0.031,2023,july,standard chartered,Private Sector,3.1,7.22,89.68
28,Karnataka Bank,8819,0.8893000000000001,0.0829,0.0278,2023,july,karnataka bank,Private Sector,2.78,8.290000000000001,88.93
29,Karur Vysya Bank,7436,0.2445,0.6271,0.1284,2023,july,karur vysya bank,Private Sector,12.839999999999998,62.71,24.45
30,Kalupur Commercial Cooperative Bank,6656,0.9569,0.0409,0.0023,2023,july,kalupur commercial cooperative bank,Other/Cooperative,0.22999999999999998,4.09,95.69
31,DBS BANK LTD,5483,0.9604,0.0392,0.0004,2023,july,dbs bank ltd,Other/Cooperative,0.04,3.92,96.04
32,South Indian Bank,5326,0.923,0.0685,0.0084,2023,july,south indian bank,Private Sector,0.84,6.8500000000000005,92.30000000000001
33,Punjab and Sind Bank,4895,0.9144,0.0799,0.0057,2023,july,punjab and sind bank,Public Sector,0.5700000000000001,7.99,91.44
34,Equitas Bank,4431,0.9226,0.0697,0.0077,2023,july,equitas bank,Other/Cooperative,0.77,6.97,92.25999999999999
35,RBL,4317,0.9194,0.0785,0.0021,2023,july,rbl,Private Sector,0.21,7.85,91.94
36,Tamilnad Mercantile Bank,3569,0.9238,0.0759,0.0003,2023,july,tamilnad mercantile bank,Other/Cooperative,0.03,7.59,92.38
37,DCB Bank Ltd,2878,0.8756,0.066,0.0584,2023,july,dcb bank ltd,Other/Cooperative,5.84,6.6000000000000005,87.56
38,HSBC,2613,0.9468,0.0191,0.0341,2023,july,hsbc,Other/Cooperative,3.4099999999999997,1.91,94.67999999999999
39,City Union Bank,2594,0.9221,0.0771,0.0008,2023,july,city union bank,Private Sector,0.08,7.71,92.21000000000001
40,Surat People Cooperative Bank,2408,0.8522,0.1366,0.0112,2023,july,surat people cooperative bank,Other/Cooperative,1.1199999999999999,13.66,85.22
41,Svc co-operative bank ltd,2406,0.951,0.0482,0.0008,2023,july,svc co-operative bank ltd,Other/Cooperative,0.08,4.82,95.1
42,THE AHMEDABAD MERCANTILE CO OP BANK LTD,1887,0.9247,0.0254,0.0498,2023,july,the ahmedabad mercantile co op bank ltd,Other/Cooperative,4.9799999999999995,2.54,92.47
43,TJSB,1765,0.9099,0.0771,0.013,2023,july,tjsb,Other/Cooperative,1.3,7.71,90.99000000000001
44,Jammu and Kashmir Bank,1540,0.6773,0.1994,0.1234,2023,july,jammu and kashmir bank,Other/Cooperative,12.34,19.939999999999998,67.73
45,Utkarsh Small Finance Bank,877,0.8472,0.0616,0.0912,2023,july,utkarsh small finance bank,Other/Cooperative,9.120000000000001,6.16,84.72
46,Janata Sahakari Bank Ltd. Pune,693,0.9394,0.0548,0.0058,2023,july,janata sahakari bank ltd. pune,Other/Cooperative,0.58,5.48,93.94
47,Dhanlaxmi Bank Ltd,545,0.9101,0.0881,0.0018,2023,july,dhanlaxmi bank ltd,Other/Cooperative,0.18,8.81,91.01
48,Catholic Syrian Bank,445,0.7888,0.1303,0.0809,2023,july,catholic syrian bank,Other/Cooperative,8.09,13.03,78.88
49,GP PARSIK BANK,329,0.9362,0.0638,0.0,2023,july,gp parsik bank,Other/Cooperative,0.0,6.38,93.62
1,State Bank of India,3291074,0.9135,0.0757,0.0108,2023,november,state bank of india,Public Sector,1.08,7.57,91.35
2,HDFC BANK LTD,2056572,0.9475,0.0521,0.0004,2023,november,hdfc bank ltd,Other/Cooperative,0.04,5.21,94.75
3,ICICI Bank,1359425,0.9666,0.0329,0.0005,2023,november,icici bank,Private Sector,0.05,3.29,96.66
4,Bank of Baroda,1054027,0.9258,0.0738,0.0004,2023,november,bank of baroda,Public Sector,0.04,7.380000000000001,92.58
5,Axis Bank,819999,0.9499,0.0496,0.0004,2023,november,axis bank,Private Sector,0.04,4.96,94.99
6,Punjab National Bank,556575,0.9282,0.0707,0.0011,2023,november,punjab national bank,Public Sector,0.11,7.07,92.82000000000001
7,Kotak Mahindra Bank,528706,0.9486,0.051,0.0004,2023,november,kotak mahindra bank,Private Sector,0.04,5.1,94.86
8,Union Bank of India,456935,0.9432,0.0562,0.0007,2023,november,union bank of india,Public Sector,0.06999999999999999,5.62,94.32000000000001
9,Bank Of India,447491,0.9507,0.0487999999999999,0.0005,2023,november,bank of india,Public Sector,0.05,4.87999999999999,95.07
10,Canara Bank,284571,0.9289,0.0681,0.003,2023,november,canara bank,Public Sector,0.3,6.81,92.89
11,IDBI Bank Limited,201280,0.9485,0.0501,0.0014,2023,november,idbi bank limited,Public Sector,0.13999999999999999,5.01,94.85
12,Central Bank Of India,180757,0.9242,0.0469,0.0289,2023,november,central bank of india,Public Sector,2.8899999999999997,4.6899999999999995,92.42
13,Indian Bank,135839,0.8961,0.0977,0.0061,2023,november,indian bank,Public Sector,0.61,9.77,89.61
14,IDFC FIRST Bank,117543,0.9302,0.0677,0.0021,2023,november,idfc first bank,Private Sector,0.21,6.77,93.02
15,INDUSIND BANK,112113,0.9262,0.0685,0.0053,2023,november,indusind bank,Private Sector,0.53,6.8500000000000005,92.62
16,Yes Bank Ltd,100908,0.9024,0.0942,0.0034,2023,november,yes bank ltd,Other/Cooperative,0.33999999999999997,9.42,90.24
17,UCO Bank,93252,0.8845999999999999,0.1147,0.0007,2023,november,uco bank,Public Sector,0.06999999999999999,11.469999999999999,88.46
18,Bank of Maharashtra,86908,0.8926999999999999,0.0679,0.0394,2023,november,bank of maharashtra,Public Sector,3.94,6.79,89.27
19,Indian Overseas Bank,69149,0.8290000000000001,0.1686,0.0024,2023,november,indian overseas bank,Public Sector,0.24,16.86,82.9
20,Federal Bank,64141,0.887,0.1084,0.0046,2023,november,federal bank,Private Sector,0.45999999999999996,10.84,88.7
21,Citibank,54829,0.946,0.052,0.002,2023,november,citibank,Other/Cooperative,0.2,5.2,94.6
22,AU Small Finance bank,54009,0.9355,0.0612,0.0033,2023,november,au small finance bank,Other/Cooperative,0.33,6.12,93.55
23,The Mehsana Urban Co-Operative Bank Ltd.,52540,0.9437,0.0554,0.0009,2023,november,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.09,5.54,94.37
24,Standard Chartered,37872,0.9412,0.054,0.0048,2023,november,standard chartered,Private Sector,0.48,5.4,94.12
25,Saraswat Bank,35381,0.9298,0.0672,0.003,2023,november,saraswat bank,Other/Cooperative,0.3,6.72,92.97999999999999
26,Rajkot Nagrik Sahakari Bank Ltd.,34856,0.9637,0.036,0.0003,2023,november,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.03,3.5999999999999996,96.37
